distance	O_AE_s1	O_pp_s1	O_AE_s2	O_pp_s2	O_AE_p1	O_pp_p1	O_AE_p2	O_pp_p2
1.04E-02	9.74E-02	-2.07E-02	7.97E-02	-1.85E-02	1.60E-03	2.52E-04	1.88E-03	2.80E-04
1.05E-02	9.78E-02	-2.08E-02	8.00E-02	-1.86E-02	1.62E-03	2.54E-04	1.90E-03	2.82E-04
1.05E-02	9.81E-02	-2.09E-02	8.04E-02	-1.86E-02	1.63E-03	2.57E-04	1.91E-03	2.85E-04
1.06E-02	9.85E-02	-2.09E-02	8.07E-02	-1.87E-02	1.64E-03	2.59E-04	1.93E-03	2.87E-04
1.06E-02	9.89E-02	-2.10E-02	8.10E-02	-1.88E-02	1.66E-03	2.61E-04	1.95E-03	2.90E-04
1.07E-02	9.93E-02	-2.11E-02	8.13E-02	-1.89E-02	1.67E-03	2.63E-04	1.96E-03	2.92E-04
1.07E-02	9.97E-02	-2.12E-02	8.16E-02	-1.90E-02	1.68E-03	2.66E-04	1.98E-03	2.95E-04
1.07E-02	0.1000781458	-2.13E-02	8.19E-02	-1.90E-02	1.70E-03	2.68E-04	2.00E-03	2.97E-04
1.08E-02	0.100469467	-2.14E-02	8.23E-02	-1.91E-02	1.71E-03	2.70E-04	2.01E-03	3.00E-04
1.08E-02	0.1008621056	-2.15E-02	8.26E-02	-1.92E-02	1.73E-03	2.72E-04	2.03E-03	3.02E-04
1.09E-02	0.1012560647	-2.16E-02	8.29E-02	-1.93E-02	1.74E-03	2.75E-04	2.05E-03	3.05E-04
1.09E-02	0.1016513473	-2.17E-02	8.32E-02	-1.94E-02	1.76E-03	2.77E-04	2.06E-03	3.08E-04
1.10E-02	0.1020479564	-2.18E-02	8.36E-02	-1.94E-02	1.77E-03	2.80E-04	2.08E-03	3.10E-04
1.10E-02	0.102445895	-2.19E-02	8.39E-02	-1.95E-02	1.79E-03	2.82E-04	2.10E-03	3.13E-04
1.11E-02	0.1028451661	-2.20E-02	8.42E-02	-1.96E-02	1.80E-03	2.84E-04	2.12E-03	3.16E-04
1.11E-02	0.1032457727	-2.20E-02	8.45E-02	-1.97E-02	1.82E-03	2.87E-04	2.13E-03	3.18E-04
1.12E-02	0.1036477178	-2.21E-02	8.49E-02	-1.98E-02	1.83E-03	2.89E-04	2.15E-03	3.21E-04
1.12E-02	0.1040510043	-2.22E-02	8.52E-02	-1.99E-02	1.85E-03	2.92E-04	2.17E-03	3.24E-04
1.13E-02	0.1044556352	-2.23E-02	8.55E-02	-2.00E-02	1.86E-03	2.94E-04	2.19E-03	3.27E-04
1.13E-02	0.1048616135	-2.24E-02	8.59E-02	-2.00E-02	1.88E-03	2.97E-04	2.21E-03	3.30E-04
1.14E-02	0.1052689421	-2.25E-02	8.62E-02	-2.01E-02	1.89E-03	2.99E-04	2.22E-03	3.32E-04
1.14E-02	0.1056776239	-2.26E-02	8.65E-02	-2.02E-02	1.91E-03	3.02E-04	2.24E-03	3.35E-04
1.15E-02	0.106087662	-2.27E-02	8.69E-02	-2.03E-02	1.92E-03	3.05E-04	2.26E-03	3.38E-04
1.15E-02	0.1064990592	-2.28E-02	8.72E-02	-2.04E-02	1.94E-03	3.07E-04	2.28E-03	3.41E-04
1.16E-02	0.1069118184	-2.29E-02	8.75E-02	-2.05E-02	1.96E-03	3.10E-04	2.30E-03	3.44E-04
1.16E-02	0.1073259426	-2.30E-02	8.79E-02	-2.06E-02	1.97E-03	3.12E-04	2.32E-03	3.47E-04
1.17E-02	0.1077414346	-2.31E-02	8.82E-02	-2.06E-02	1.99E-03	3.15E-04	2.34E-03	3.50E-04
1.17E-02	0.1081582974	-2.32E-02	8.86E-02	-2.07E-02	2.01E-03	3.18E-04	2.36E-03	3.53E-04
1.18E-02	0.1085765337	-2.33E-02	8.89E-02	-2.08E-02	2.02E-03	3.21E-04	2.38E-03	3.56E-04
1.18E-02	0.1089961466	-2.34E-02	8.92E-02	-2.09E-02	2.04E-03	3.23E-04	2.40E-03	3.59E-04
1.19E-02	0.1094171389	-2.35E-02	8.96E-02	-2.10E-02	2.06E-03	3.26E-04	2.42E-03	3.62E-04
1.19E-02	0.1098395134	-2.36E-02	8.99E-02	-2.11E-02	2.07E-03	3.29E-04	2.44E-03	3.65E-04
1.20E-02	0.1102632729	-2.37E-02	9.03E-02	-2.12E-02	2.09E-03	3.32E-04	2.46E-03	3.68E-04
1.20E-02	0.1106884204	-2.38E-02	9.06E-02	-2.13E-02	2.11E-03	3.35E-04	2.48E-03	3.71E-04
1.21E-02	0.1111149586	-2.39E-02	9.10E-02	-2.14E-02	2.13E-03	3.37E-04	2.50E-03	3.75E-04
1.21E-02	0.1115428903	-2.40E-02	9.13E-02	-2.15E-02	2.14E-03	3.40E-04	2.52E-03	3.78E-04
1.22E-02	0.1119722183	-2.41E-02	9.17E-02	-2.15E-02	2.16E-03	3.43E-04	2.54E-03	3.81E-04
1.22E-02	0.1124029455	-2.42E-02	9.20E-02	-2.16E-02	2.18E-03	3.46E-04	2.56E-03	3.84E-04
1.23E-02	0.1128350745	-2.43E-02	9.24E-02	-2.17E-02	2.20E-03	3.49E-04	2.58E-03	3.88E-04
1.23E-02	0.1132686083	-2.44E-02	9.27E-02	-2.18E-02	2.22E-03	3.52E-04	2.60E-03	3.91E-04
1.24E-02	0.1137035495	-2.45E-02	9.31E-02	-2.19E-02	2.23E-03	3.55E-04	2.63E-03	3.94E-04
1.24E-02	0.1141399008	-2.46E-02	9.35E-02	-2.20E-02	2.25E-03	3.58E-04	2.65E-03	3.98E-04
1.25E-02	0.1145776651	-2.47E-02	9.38E-02	-2.21E-02	2.27E-03	3.61E-04	2.67E-03	4.01E-04
1.25E-02	0.115016845	-2.49E-02	9.42E-02	-2.22E-02	2.29E-03	3.64E-04	2.69E-03	4.05E-04
1.26E-02	0.1154574433	-2.50E-02	9.45E-02	-2.23E-02	2.31E-03	3.68E-04	2.71E-03	4.08E-04
1.26E-02	0.1158994626	-2.51E-02	9.49E-02	-2.24E-02	2.33E-03	3.71E-04	2.74E-03	4.12E-04
1.27E-02	0.1163429057	-2.52E-02	9.53E-02	-2.25E-02	2.35E-03	3.74E-04	2.76E-03	4.15E-04
1.28E-02	0.1167877751	-2.53E-02	9.56E-02	-2.26E-02	2.37E-03	3.77E-04	2.78E-03	4.19E-04
1.28E-02	0.1172340736	-2.54E-02	9.60E-02	-2.27E-02	2.39E-03	3.80E-04	2.81E-03	4.22E-04
1.29E-02	0.1176818037	-2.55E-02	9.64E-02	-2.28E-02	2.41E-03	3.84E-04	2.83E-03	4.26E-04
1.29E-02	0.1181309683	-2.56E-02	9.67E-02	-2.29E-02	2.43E-03	3.87E-04	2.85E-03	4.29E-04
1.30E-02	0.1185815697	-2.57E-02	9.71E-02	-2.30E-02	2.45E-03	3.90E-04	2.88E-03	4.33E-04
1.30E-02	0.1190336107	-2.58E-02	9.75E-02	-2.31E-02	2.47E-03	3.93E-04	2.90E-03	4.37E-04
1.31E-02	0.1194870938	-2.59E-02	9.78E-02	-2.32E-02	2.49E-03	3.97E-04	2.92E-03	4.41E-04
1.31E-02	0.1199420216	-2.60E-02	9.82E-02	-2.33E-02	2.51E-03	4.00E-04	2.95E-03	4.44E-04
1.32E-02	0.1203983967	-2.62E-02	9.86E-02	-2.34E-02	2.53E-03	4.04E-04	2.97E-03	4.48E-04
1.33E-02	0.1208562216	-2.63E-02	9.90E-02	-2.35E-02	2.55E-03	4.07E-04	3.00E-03	4.52E-04
1.33E-02	0.1213154988	-2.64E-02	9.93E-02	-2.36E-02	2.57E-03	4.11E-04	3.02E-03	4.56E-04
1.34E-02	0.1217762309	-2.65E-02	9.97E-02	-2.37E-02	2.59E-03	4.14E-04	3.05E-03	4.60E-04
1.34E-02	0.1222384203	-2.66E-02	0.100088398	-2.38E-02	2.62E-03	4.18E-04	3.07E-03	4.64E-04
1.35E-02	0.1227020695	-2.67E-02	0.1004679681	-2.39E-02	2.64E-03	4.21E-04	3.10E-03	4.68E-04
1.35E-02	0.123167181	-2.68E-02	0.1008487344	-2.40E-02	2.66E-03	4.25E-04	3.12E-03	4.72E-04
1.36E-02	0.1236337573	-2.69E-02	0.1012306991	-2.41E-02	2.68E-03	4.28E-04	3.15E-03	4.76E-04
1.37E-02	0.1241018007	-2.71E-02	0.1016138639	-2.42E-02	2.70E-03	4.32E-04	3.18E-03	4.80E-04
1.37E-02	0.1245713136	-2.72E-02	0.101998231	-2.43E-02	2.73E-03	4.36E-04	3.20E-03	4.84E-04
1.38E-02	0.1250422985	-2.73E-02	0.1023838022	-2.44E-02	2.75E-03	4.40E-04	3.23E-03	4.88E-04
1.38E-02	0.1255147578	-2.74E-02	0.1027705795	-2.45E-02	2.77E-03	4.43E-04	3.26E-03	4.92E-04
1.39E-02	0.1259886937	-2.75E-02	0.1031585648	-2.46E-02	2.79E-03	4.47E-04	3.28E-03	4.96E-04
1.40E-02	0.1264641087	-2.76E-02	0.10354776	-2.47E-02	2.82E-03	4.51E-04	3.31E-03	5.01E-04
1.40E-02	0.1269410051	-2.78E-02	0.1039381669	-2.48E-02	2.84E-03	4.55E-04	3.34E-03	5.05E-04
1.41E-02	0.1274193851	-2.79E-02	0.1043297875	-2.49E-02	2.86E-03	4.59E-04	3.37E-03	5.09E-04
1.41E-02	0.1278992511	-2.80E-02	0.1047226237	-2.50E-02	2.89E-03	4.63E-04	3.39E-03	5.14E-04
1.42E-02	0.1283806053	-2.81E-02	0.1051166772	-2.51E-02	2.91E-03	4.67E-04	3.42E-03	5.18E-04
1.43E-02	0.12886345	-2.82E-02	0.1055119498	-2.52E-02	2.94E-03	4.71E-04	3.45E-03	5.22E-04
1.43E-02	0.1293477873	-2.84E-02	0.1059084435	-2.53E-02	2.96E-03	4.75E-04	3.48E-03	5.27E-04
1.44E-02	0.1298336196	-2.85E-02	0.1063061599	-2.54E-02	2.98E-03	4.79E-04	3.51E-03	5.31E-04
1.44E-02	0.1303209489	-2.86E-02	0.1067051008	-2.56E-02	3.01E-03	4.83E-04	3.54E-03	5.36E-04
1.45E-02	0.1308097775	-2.87E-02	0.1071052681	-2.57E-02	3.03E-03	4.87E-04	3.56E-03	5.41E-04
1.46E-02	0.1313001075	-2.88E-02	0.1075066634	-2.58E-02	3.06E-03	4.91E-04	3.59E-03	5.45E-04
1.46E-02	0.1317919409	-2.90E-02	0.1079092885	-2.59E-02	3.08E-03	4.95E-04	3.62E-03	5.50E-04
1.47E-02	0.13228528	-2.91E-02	0.108313145	-2.60E-02	3.11E-03	4.99E-04	3.65E-03	5.55E-04
1.47E-02	0.1327801268	-2.92E-02	0.1087182347	-2.61E-02	3.14E-03	5.04E-04	3.68E-03	5.59E-04
1.48E-02	0.1332764834	-2.93E-02	0.1091245593	-2.62E-02	3.16E-03	5.08E-04	3.71E-03	5.64E-04
1.49E-02	0.1337743517	-2.95E-02	0.1095321203	-2.63E-02	3.19E-03	5.12E-04	3.75E-03	5.69E-04
1.49E-02	0.1342737338	-2.96E-02	0.1099409193	-2.64E-02	3.21E-03	5.17E-04	3.78E-03	5.74E-04
1.50E-02	0.1347746317	-2.97E-02	0.1103509582	-2.66E-02	3.24E-03	5.21E-04	3.81E-03	5.79E-04
1.51E-02	0.1352770474	-2.98E-02	0.1107622383	-2.67E-02	3.27E-03	5.26E-04	3.84E-03	5.84E-04
1.51E-02	0.1357809827	-3.00E-02	0.1111747612	-2.68E-02	3.29E-03	5.30E-04	3.87E-03	5.89E-04
1.52E-02	0.1362864397	-3.01E-02	0.1115885287	-2.69E-02	3.32E-03	5.35E-04	3.90E-03	5.94E-04
1.53E-02	0.1367934202	-3.02E-02	0.112003542	-2.70E-02	3.35E-03	5.39E-04	3.93E-03	5.99E-04
1.53E-02	0.137301926	-3.04E-02	0.1124198029	-2.71E-02	3.38E-03	5.44E-04	3.97E-03	6.04E-04
1.54E-02	0.1378119591	-3.05E-02	0.1128373127	-2.72E-02	3.40E-03	5.48E-04	4.00E-03	6.09E-04
1.55E-02	0.1383235212	-3.06E-02	0.1132560729	-2.74E-02	3.43E-03	5.53E-04	4.03E-03	6.14E-04
1.55E-02	0.1388366141	-3.07E-02	0.113676085	-2.75E-02	3.46E-03	5.58E-04	4.07E-03	6.19E-04
1.56E-02	0.1393512396	-3.09E-02	0.1140973504	-2.76E-02	3.49E-03	5.63E-04	4.10E-03	6.25E-04
1.56E-02	0.1398673995	-3.10E-02	0.1145198706	-2.77E-02	3.52E-03	5.67E-04	4.13E-03	6.30E-04
1.57E-02	0.1403850954	-3.11E-02	0.1149436468	-2.78E-02	3.55E-03	5.72E-04	4.17E-03	6.35E-04
1.58E-02	0.140904329	-3.13E-02	0.1153686805	-2.79E-02	3.58E-03	5.77E-04	4.20E-03	6.41E-04
1.58E-02	0.1414251021	-3.14E-02	0.115794973	-2.81E-02	3.60E-03	5.82E-04	4.24E-03	6.46E-04
1.59E-02	0.1419474162	-3.15E-02	0.1162225256	-2.82E-02	3.63E-03	5.87E-04	4.27E-03	6.52E-04
1.60E-02	0.1424712729	-3.17E-02	0.1166513396	-2.83E-02	3.66E-03	5.92E-04	4.31E-03	6.57E-04
1.61E-02	0.1429966738	-3.18E-02	0.1170814163	-2.84E-02	3.69E-03	5.97E-04	4.34E-03	6.63E-04
1.61E-02	0.1435236205	-3.19E-02	0.1175127569	-2.85E-02	3.72E-03	6.02E-04	4.38E-03	6.69E-04
1.62E-02	0.1440521145	-3.21E-02	0.1179453626	-2.87E-02	3.76E-03	6.07E-04	4.41E-03	6.74E-04
1.63E-02	0.1445821573	-3.22E-02	0.1183792347	-2.88E-02	3.79E-03	6.12E-04	4.45E-03	6.80E-04
1.63E-02	0.1451137503	-3.24E-02	0.1188143744	-2.89E-02	3.82E-03	6.18E-04	4.49E-03	6.86E-04
1.64E-02	0.1456468949	-3.25E-02	0.1192507826	-2.90E-02	3.85E-03	6.23E-04	4.52E-03	6.92E-04
1.65E-02	0.1461815926	-3.26E-02	0.1196884607	-2.92E-02	3.88E-03	6.28E-04	4.56E-03	6.98E-04
1.65E-02	0.1467178447	-3.28E-02	0.1201274096	-2.93E-02	3.91E-03	6.34E-04	4.60E-03	7.03E-04
1.66E-02	0.1472556526	-3.29E-02	0.1205676305	-2.94E-02	3.94E-03	6.39E-04	4.64E-03	7.09E-04
1.67E-02	0.1477950176	-3.30E-02	0.1210091245	-2.95E-02	3.98E-03	6.44E-04	4.67E-03	7.15E-04
1.67E-02	0.1483359409	-3.32E-02	0.1214518924	-2.97E-02	4.01E-03	6.50E-04	4.71E-03	7.22E-04
1.68E-02	0.1488784238	-3.33E-02	0.1218959353	-2.98E-02	4.04E-03	6.55E-04	4.75E-03	7.28E-04
1.69E-02	0.1494224675	-3.35E-02	0.1223412542	-2.99E-02	4.08E-03	6.61E-04	4.79E-03	7.34E-04
1.70E-02	0.1499680732	-3.36E-02	0.1227878501	-3.00E-02	4.11E-03	6.67E-04	4.83E-03	7.40E-04
1.70E-02	0.150515242	-3.38E-02	0.1232357238	-3.02E-02	4.14E-03	6.72E-04	4.87E-03	7.46E-04
1.71E-02	0.151063975	-3.39E-02	0.1236848761	-3.03E-02	4.18E-03	6.78E-04	4.91E-03	7.53E-04
1.72E-02	0.1516142734	-3.40E-02	0.1241353081	-3.04E-02	4.21E-03	6.84E-04	4.95E-03	7.59E-04
1.73E-02	0.152166138	-3.42E-02	0.1245870204	-3.05E-02	4.25E-03	6.90E-04	4.99E-03	7.66E-04
1.73E-02	0.1527195701	-3.43E-02	0.125040014	-3.07E-02	4.28E-03	6.96E-04	5.03E-03	7.72E-04
1.74E-02	0.1532745704	-3.45E-02	0.1254942895	-3.08E-02	4.32E-03	7.02E-04	5.07E-03	7.79E-04
1.75E-02	0.15383114	-3.46E-02	0.1259498477	-3.09E-02	4.35E-03	7.07E-04	5.11E-03	7.85E-04
1.75E-02	0.1543892798	-3.48E-02	0.1264066893	-3.11E-02	4.39E-03	7.14E-04	5.15E-03	7.92E-04
1.76E-02	0.1549489905	-3.49E-02	0.126864815	-3.12E-02	4.42E-03	7.20E-04	5.20E-03	7.99E-04
1.77E-02	0.1555102731	-3.51E-02	0.1273242254	-3.13E-02	4.46E-03	7.26E-04	5.24E-03	8.06E-04
1.78E-02	0.1560731283	-3.52E-02	0.1277849211	-3.15E-02	4.49E-03	7.32E-04	5.28E-03	8.13E-04
1.78E-02	0.1566375569	-3.54E-02	0.1282469029	-3.16E-02	4.53E-03	7.38E-04	5.33E-03	8.19E-04
1.79E-02	0.1572035596	-3.55E-02	0.128710171	-3.17E-02	4.57E-03	7.44E-04	5.37E-03	8.26E-04
1.80E-02	0.1577711371	-3.57E-02	0.1291747262	-3.19E-02	4.61E-03	7.51E-04	5.41E-03	8.33E-04
1.81E-02	0.1583402899	-3.58E-02	0.1296405689	-3.20E-02	4.64E-03	7.57E-04	5.46E-03	8.41E-04
1.82E-02	0.1589110188	-3.60E-02	0.1301076996	-3.21E-02	4.68E-03	7.64E-04	5.50E-03	8.48E-04
1.82E-02	0.1594833242	-3.61E-02	0.1305761186	-3.23E-02	4.72E-03	7.70E-04	5.55E-03	8.55E-04
1.83E-02	0.1600572066	-3.63E-02	0.1310458265	-3.24E-02	4.76E-03	7.77E-04	5.59E-03	8.62E-04
1.84E-02	0.1606326666	-3.64E-02	0.1315168234	-3.25E-02	4.80E-03	7.83E-04	5.64E-03	8.70E-04
1.85E-02	0.1612097045	-3.66E-02	0.1319891098	-3.27E-02	4.84E-03	7.90E-04	5.68E-03	8.77E-04
1.85E-02	0.1617883208	-3.67E-02	0.1324626859	-3.28E-02	4.88E-03	7.97E-04	5.73E-03	8.84E-04
1.86E-02	0.1623685158	-3.69E-02	0.1329375521	-3.30E-02	4.92E-03	8.03E-04	5.78E-03	8.92E-04
1.87E-02	0.1629502899	-3.71E-02	0.1334137084	-3.31E-02	4.96E-03	8.10E-04	5.82E-03	8.99E-04
1.88E-02	0.1635336431	-3.72E-02	0.1338911551	-3.32E-02	5.00E-03	8.17E-04	5.87E-03	9.07E-04
1.89E-02	0.1641185759	-3.74E-02	0.1343698924	-3.34E-02	5.04E-03	8.24E-04	5.92E-03	9.15E-04
1.89E-02	0.1647050884	-3.75E-02	0.1348499203	-3.35E-02	5.08E-03	8.31E-04	5.97E-03	9.23E-04
1.90E-02	0.1652931806	-3.77E-02	0.135331239	-3.37E-02	5.12E-03	8.38E-04	6.02E-03	9.30E-04
1.91E-02	0.1658828528	-3.78E-02	0.1358138484	-3.38E-02	5.16E-03	8.45E-04	6.07E-03	9.38E-04
1.92E-02	0.1664741048	-3.80E-02	0.1362977486	-3.40E-02	5.20E-03	8.52E-04	6.12E-03	9.46E-04
1.93E-02	0.1670669368	-3.82E-02	0.1367829395	-3.41E-02	5.25E-03	8.60E-04	6.16E-03	9.54E-04
1.93E-02	0.1676613487	-3.83E-02	0.137269421	-3.42E-02	5.29E-03	8.67E-04	6.22E-03	9.63E-04
1.94E-02	0.1682573403	-3.85E-02	0.1377571931	-3.44E-02	5.33E-03	8.74E-04	6.27E-03	9.71E-04
1.95E-02	0.1688549116	-3.87E-02	0.1382462556	-3.45E-02	5.38E-03	8.82E-04	6.32E-03	9.79E-04
1.96E-02	0.1694540623	-3.88E-02	0.1387366082	-3.47E-02	5.42E-03	8.89E-04	6.37E-03	9.87E-04
1.97E-02	0.1700547922	-3.90E-02	0.1392282508	-3.48E-02	5.46E-03	8.97E-04	6.42E-03	9.96E-04
1.98E-02	0.170657101	-3.92E-02	0.139721183	-3.50E-02	5.51E-03	9.04E-04	6.47E-03	1.00E-03
1.98E-02	0.1712609884	-3.93E-02	0.1402154047	-3.51E-02	5.55E-03	9.12E-04	6.53E-03	1.01E-03
1.99E-02	0.171866454	-3.95E-02	0.1407109153	-3.53E-02	5.60E-03	9.20E-04	6.58E-03	1.02E-03
2.00E-02	0.1724734973	-3.97E-02	0.1412077145	-3.54E-02	5.64E-03	9.28E-04	6.63E-03	1.03E-03
2.01E-02	0.1730821179	-3.98E-02	0.1417058019	-3.56E-02	5.69E-03	9.36E-04	6.69E-03	1.04E-03
2.02E-02	0.1736923152	-4.00E-02	0.142205177	-3.57E-02	5.74E-03	9.44E-04	6.74E-03	1.05E-03
2.03E-02	0.1743040886	-4.02E-02	0.1427058392	-3.59E-02	5.78E-03	9.52E-04	6.79E-03	1.06E-03
2.04E-02	0.1749174375	-4.03E-02	0.143207788	-3.60E-02	5.83E-03	9.60E-04	6.85E-03	1.07E-03
2.04E-02	0.1755323612	-4.05E-02	0.1437110228	-3.62E-02	5.88E-03	9.68E-04	6.91E-03	1.07E-03
2.05E-02	0.1761488589	-4.07E-02	0.144215543	-3.63E-02	5.92E-03	9.76E-04	6.96E-03	1.08E-03
2.06E-02	0.1767669298	-4.08E-02	0.1447213478	-3.65E-02	5.97E-03	9.84E-04	7.02E-03	1.09E-03
2.07E-02	0.1773865732	-4.10E-02	0.1452284364	-3.66E-02	6.02E-03	9.93E-04	7.08E-03	1.10E-03
2.08E-02	0.178007788	-4.12E-02	0.1457368081	-3.68E-02	6.07E-03	1.00E-03	7.13E-03	1.11E-03
2.09E-02	0.1786305733	-4.14E-02	0.1462464621	-3.70E-02	6.12E-03	1.01E-03	7.19E-03	1.12E-03
2.10E-02	0.179254928	-4.15E-02	0.1467573975	-3.71E-02	6.17E-03	1.02E-03	7.25E-03	1.13E-03
2.11E-02	0.1798808512	-4.17E-02	0.1472696133	-3.73E-02	6.22E-03	1.03E-03	7.31E-03	1.14E-03
2.11E-02	0.1805083416	-4.19E-02	0.1477831086	-3.74E-02	6.27E-03	1.04E-03	7.37E-03	1.15E-03
2.12E-02	0.181137398	-4.21E-02	0.1482978823	-3.76E-02	6.32E-03	1.04E-03	7.43E-03	1.16E-03
2.13E-02	0.1817680193	-4.22E-02	0.1488139335	-3.77E-02	6.37E-03	1.05E-03	7.49E-03	1.17E-03
2.14E-02	0.1824002041	-4.24E-02	0.1493312608	-3.79E-02	6.42E-03	1.06E-03	7.55E-03	1.18E-03
2.15E-02	0.183033951	-4.26E-02	0.1498498633	-3.81E-02	6.47E-03	1.07E-03	7.61E-03	1.19E-03
2.16E-02	0.1836692586	-4.28E-02	0.1503697396	-3.82E-02	6.53E-03	1.08E-03	7.67E-03	1.20E-03
2.17E-02	0.1843061254	-4.30E-02	0.1508908885	-3.84E-02	6.58E-03	1.09E-03	7.73E-03	1.21E-03
2.18E-02	0.1849445499	-4.31E-02	0.1514133087	-3.85E-02	6.63E-03	1.10E-03	7.80E-03	1.22E-03
2.19E-02	0.1855845304	-4.33E-02	0.1519369989	-3.87E-02	6.69E-03	1.11E-03	7.86E-03	1.23E-03
2.20E-02	0.1862260653	-4.35E-02	0.1524619575	-3.89E-02	6.74E-03	1.12E-03	7.92E-03	1.24E-03
2.21E-02	0.1868691529	-4.37E-02	0.1529881831	-3.90E-02	6.80E-03	1.13E-03	7.99E-03	1.25E-03
2.21E-02	0.1875137912	-4.39E-02	0.1535156743	-3.92E-02	6.85E-03	1.14E-03	8.05E-03	1.26E-03
2.22E-02	0.1881599786	-4.41E-02	0.1540444293	-3.94E-02	6.91E-03	1.15E-03	8.12E-03	1.27E-03
2.23E-02	0.188807713	-4.43E-02	0.1545744467	-3.95E-02	6.96E-03	1.16E-03	8.18E-03	1.28E-03
2.24E-02	0.1894569924	-4.44E-02	0.1551057246	-3.97E-02	7.02E-03	1.17E-03	8.25E-03	1.29E-03
2.25E-02	0.1901078149	-4.46E-02	0.1556382614	-3.99E-02	7.07E-03	1.18E-03	8.31E-03	1.30E-03
2.26E-02	0.1907601782	-4.48E-02	0.1561720553	-4.00E-02	7.13E-03	1.19E-03	8.38E-03	1.32E-03
2.27E-02	0.1914140802	-4.50E-02	0.1567071044	-4.02E-02	7.19E-03	1.20E-03	8.45E-03	1.33E-03
2.28E-02	0.1920695186	-4.52E-02	0.1572434069	-4.04E-02	7.25E-03	1.21E-03	8.52E-03	1.34E-03
2.29E-02	0.1927264911	-4.54E-02	0.1577809607	-4.05E-02	7.31E-03	1.22E-03	8.59E-03	1.35E-03
2.30E-02	0.1933849953	-4.56E-02	0.1583197638	-4.07E-02	7.37E-03	1.23E-03	8.66E-03	1.36E-03
2.31E-02	0.1940450288	-4.58E-02	0.1588598142	-4.09E-02	7.42E-03	1.24E-03	8.73E-03	1.37E-03
2.32E-02	0.1947065889	-4.60E-02	0.1594011098	-4.11E-02	7.48E-03	1.25E-03	8.80E-03	1.38E-03
2.33E-02	0.1953696732	-4.62E-02	0.1599436483	-4.12E-02	7.55E-03	1.26E-03	8.87E-03	1.40E-03
2.34E-02	0.1960342789	-4.64E-02	0.1604874274	-4.14E-02	7.61E-03	1.27E-03	8.94E-03	1.41E-03
2.35E-02	0.1967004032	-4.66E-02	0.161032445	-4.16E-02	7.67E-03	1.28E-03	9.01E-03	1.42E-03
2.36E-02	0.1973680435	-4.67E-02	0.1615786986	-4.18E-02	7.73E-03	1.29E-03	9.08E-03	1.43E-03
2.37E-02	0.1980371967	-4.69E-02	0.1621261858	-4.19E-02	7.79E-03	1.30E-03	9.16E-03	1.44E-03
2.38E-02	0.1987078599	-4.71E-02	0.1626749042	-4.21E-02	7.85E-03	1.31E-03	9.23E-03	1.46E-03
2.39E-02	0.1993800301	-4.73E-02	0.163224851	-4.23E-02	7.92E-03	1.32E-03	9.30E-03	1.47E-03
2.40E-02	0.2000537041	-4.75E-02	0.1637760238	-4.25E-02	7.98E-03	1.33E-03	9.38E-03	1.48E-03
2.41E-02	0.2007288788	-4.77E-02	0.1643284199	-4.27E-02	8.05E-03	1.35E-03	9.45E-03	1.49E-03
2.42E-02	0.2014055509	-4.79E-02	0.1648820365	-4.28E-02	8.11E-03	1.36E-03	9.53E-03	1.51E-03
2.43E-02	0.202083717	-4.81E-02	0.1654368708	-4.30E-02	8.18E-03	1.37E-03	9.61E-03	1.52E-03
2.44E-02	0.2027633738	-4.84E-02	0.16599292	-4.32E-02	8.24E-03	1.38E-03	9.68E-03	1.53E-03
2.45E-02	0.2034445177	-4.86E-02	0.1665501811	-4.34E-02	8.31E-03	1.39E-03	9.76E-03	1.54E-03
2.46E-02	0.2041271452	-4.88E-02	0.1671086512	-4.36E-02	8.37E-03	1.40E-03	9.84E-03	1.56E-03
2.47E-02	0.2048112526	-4.90E-02	0.1676683271	-4.37E-02	8.44E-03	1.42E-03	9.92E-03	1.57E-03
2.48E-02	0.2054968361	-4.92E-02	0.1682292057	-4.39E-02	8.51E-03	1.43E-03	1.00E-02	1.58E-03
2.49E-02	0.206183892	-4.94E-02	0.1687912839	-4.41E-02	8.58E-03	1.44E-03	1.01E-02	1.60E-03
2.50E-02	0.2068724164	-4.96E-02	0.1693545584	-4.43E-02	8.65E-03	1.45E-03	1.02E-02	1.61E-03
2.51E-02	0.2075624052	-4.98E-02	0.1699190259	-4.45E-02	8.72E-03	1.46E-03	1.02E-02	1.62E-03
2.52E-02	0.2082538544	-5.00E-02	0.1704846829	-4.47E-02	8.79E-03	1.48E-03	1.03E-02	1.64E-03
2.54E-02	0.2089467599	-5.02E-02	0.1710515259	-4.49E-02	8.86E-03	1.49E-03	1.04E-02	1.65E-03
2.55E-02	0.2096411174	-5.04E-02	0.1716195516	-4.51E-02	8.93E-03	1.50E-03	1.05E-02	1.67E-03
2.56E-02	0.2103369227	-5.06E-02	0.1721887561	-4.52E-02	9.00E-03	1.51E-03	1.06E-02	1.68E-03
2.57E-02	0.2110341712	-5.09E-02	0.172759136	-4.54E-02	9.07E-03	1.53E-03	1.07E-02	1.69E-03
2.58E-02	0.2117328586	-5.11E-02	0.1733306873	-4.56E-02	9.14E-03	1.54E-03	1.07E-02	1.71E-03
2.59E-02	0.2124329802	-5.13E-02	0.1739034063	-4.58E-02	9.22E-03	1.55E-03	1.08E-02	1.72E-03
